Antillean nighthawk,https://birdnet.cornell.edu/files/2019/09/Chordeiles-gundlachii_Antillean-Nighthawk_Kati-Fleming.jpg
Aplomado falcon,https://birdnet.cornell.edu/files/2019/09/Falco-femoralis_Aplomado-Falcon_Elaine-R.-Wilson.jpg
Aquatic warbler,https://birdnet.cornell.edu/files/2019/09/Acrocephalus-paludicola_Aquatic-Warbler_.jpg
Black-throated loon,https://birdnet.cornell.edu/files/2019/09/Gavia-arctica_Arctic-Loon_Francesco-Veronesi.jpg
Arctic tern,https://birdnet.cornell.edu/files/2019/09/Sterna-paradisaea_Arctic-Tern_Jamumiwa.jpg
Arctic warbler,https://birdnet.cornell.edu/files/2019/09/Phylloscopus-borealis_Arctic-Warbler_.jpg
Arizona woodpecker,https://birdnet.cornell.edu/files/2019/09/Picoides-arizonae_Arizona-Woodpecker_www.naturespicsonline.com_.jpg
Ash-throated flycatcher,https://birdnet.cornell.edu/files/2019/09/Myiarchus-cinerascens_Ash-throated-Flycatcher_docentjoyce.jpg
Asian desert warbler,https://birdnet.cornell.edu/files/2019/09/Sylvia-nana_Asian-Desert-Warbler_Sameh-Odeh.jpg
Atlantic puffin,https://birdnet.cornell.edu/files/2019/09/Fratercula-arctica_Atlantic-Puffin_Richard-Bartz.jpg
Atlas pied flycatcher,https://birdnet.cornell.edu/files/2019/09/Ficedula-speculigera_Atlas-Flycatcher_Ron-Knight.jpg
Audouin's gull,https://birdnet.cornell.edu/files/2019/09/Ichthyaetus-audouinii_Audouins-Gull_@pintafontes.jpg
Audubon's oriole,https://birdnet.cornell.edu/files/2019/09/Icterus-graduacauda_Audubons-Oriole_Andy-Morffew.jpg
Azure tit,https://birdnet.cornell.edu/files/2019/09/Cyanistes-cyanus_Azure-Tit_Jargal-Lamjav.jpg
Bachman's sparrow,https://birdnet.cornell.edu/files/2019/09/Peucaea-aestivalis_Bachmans-Sparrow_Albuttlee.jpg
Baird's sandpiper,https://birdnet.cornell.edu/files/2019/09/Calidris-bairdii_Bairds-Sandpiper_%C3%93mar-Run%C3%B3lfsson.jpg
Baird's sparrow,https://birdnet.cornell.edu/files/2019/09/Ammodramus-bairdii_Bairds-Sparrow_USFWS-Mountain-Prairie.jpg
Bald eagle,https://birdnet.cornell.edu/files/2019/09/Haliaeetus-leucocephalus_Bald-Eagle_.jpg
Baltimore oriole,https://birdnet.cornell.edu/files/2019/09/Icterus-galbula_Baltimore-Oriole_.jpg
Band-rumped storm petrel,https://birdnet.cornell.edu/files/2019/09/Oceanodroma-castro_Band-rumped-Storm-Petrel_USFWS-Pacific-Region.jpg
Band-tailed pigeon,https://birdnet.cornell.edu/files/2019/09/Patagioenas-fasciata_Band-tailed-Pigeon_aroid.jpg
Sand martin,https://birdnet.cornell.edu/files/2019/09/Riparia-riparia_Bank-Swallow_.jpg
Bar-headed goose,https://birdnet.cornell.edu/files/2019/09/Anser-indicus_Bar-headed-Goose_Diliff.jpg
Bar-tailed godwit,https://birdnet.cornell.edu/files/2019/09/Limosa-lapponica_Bar-tailed-Godwit_Andreas-Trepte.jpg
Bar-tailed lark,https://birdnet.cornell.edu/files/2019/09/Ammomanes-cinctura_Bar-tailed-Lark_.jpg
Barbary partridge,https://birdnet.cornell.edu/files/2019/09/Alectoris-barbara_Barbary-Partridge_Frits-van-der-Meer.jpg
Western barn owl,https://birdnet.cornell.edu/files/2019/09/Tyto-alba_Barn-Owl_Peter-Trimming.jpg
Barn swallow,https://birdnet.cornell.edu/files/2019/09/Hirundo-rustica_Barn-Swallow_Malene-Thyssen.jpg
Barnacle goose,https://birdnet.cornell.edu/files/2019/09/Branta-leucopsis_Barnacle-Goose_Andreas-Trepte.jpg
Barred owl,https://birdnet.cornell.edu/files/2019/09/Strix-varia_Barred-Owl_.jpg
Barred warbler,https://birdnet.cornell.edu/files/2019/09/Sylvia-nisoria_Barred-Warbler_.jpg
Bay-breasted warbler,https://birdnet.cornell.edu/files/2019/09/Setophaga-castanea_Bay-breasted-Warbler_.jpg
Bearded reedling,https://birdnet.cornell.edu/files/2019/09/Panurus-biarmicus_Bearded-Reedling_Smudge-9000.jpg
Bell's sparrow,https://birdnet.cornell.edu/files/2019/09/Artemisiospiza-belli_Bells-Sparrow_ALAN-SCHMIERER.jpg
Bell's vireo,https://birdnet.cornell.edu/files/2019/09/Vireo-bellii_Bells-Vireo_dominic-sherony.jpg
Belted kingfisher,https://birdnet.cornell.edu/files/2019/09/Megaceryle-alcyon_Belted-Kingfisher_Kevin-Cole.jpg
Bendire's thrasher,https://birdnet.cornell.edu/files/2019/09/Toxostoma-bendirei_Bendires-Thrasher_Dominic-Sherony.jpg
Bewick's wren,https://birdnet.cornell.edu/files/2019/09/Thryomanes-bewickii_Bewicks-Wren_Minette-Layne.jpg
Bicknell's thrush,https://birdnet.cornell.edu/files/2019/09/Catharus-bicknelli_Bicknells-Thrush_Richard-Crossley.jpg
Bimaculated lark,https://birdnet.cornell.edu/files/2019/09/Melanocorypha-bimaculata_Bimaculated-Lark_Jens-Eriksen.jpg
Black francolin,https://birdnet.cornell.edu/files/2019/09/Francolinus-francolinus_Black-Francolin_USDA-NRCS.jpg
Black grouse,https://birdnet.cornell.edu/files/2019/09/Tetrao-tetrix_Black-Grouse_Aconcagua.jpg
Black guillemot,https://birdnet.cornell.edu/files/2019/09/Cepphus-grylle_Black-Guillemot_Boaworm.jpg
Black kite,https://birdnet.cornell.edu/files/2019/09/Milvus-migrans_Black-Kite_Andreas-Trepte.jpg
Black lark,https://birdnet.cornell.edu/files/2019/09/Melanocorypha-yeltoniensis_Black-Lark_Mark-Chao.jpg
Black oystercatcher,https://birdnet.cornell.edu/files/2019/09/Haematopus-bachmani_Black-Oystercatcher_DickDaniels.jpg
Black phoebe,https://birdnet.cornell.edu/files/2019/09/Sayornis-nigricans_Black-Phoebe_John-J.-Mosesso.jpg
Black rail,https://birdnet.cornell.edu/files/2019/09/Laterallus-jamaicensis_Black-Rail_Danika-Tsao.jpg
Black redstart,https://birdnet.cornell.edu/files/2019/09/Phoenicurus-ochruros_Black-Redstart_Stefan-Xp.jpg
Black rosy finch,https://birdnet.cornell.edu/files/2019/09/Leucosticte-atrata_Black-Rosy-Finch_Peter-Wallack.jpg
Black skimmer,https://birdnet.cornell.edu/files/2019/09/Rynchops-niger_Black-Skimmer_Andreas-Trepte.jpg
Black stork,https://birdnet.cornell.edu/files/2019/09/Ciconia-nigra_Black-Stork_Chris-Eason.jpg
Black swan,https://birdnet.cornell.edu/files/2019/09/Cygnus-atratus_Black-Swan_Francis-C.-Franklin.jpg
Black tern,https://birdnet.cornell.edu/files/2019/09/Chlidonias-niger_Black-Tern_Andrej-Chud%C3%BD.jpg
Black turnstone,https://birdnet.cornell.edu/files/2019/09/Arenaria-melanocephala_Black-Turnstone_Len-Blumin.jpg
Black vulture,https://birdnet.cornell.edu/files/2019/09/Coragyps-atratus_Black-Vulture_.jpg
Black wheatear,https://birdnet.cornell.edu/files/2019/09/Oenanthe-leucura_Black-Wheatear_Francesco-Veronesi.jpg
Black woodpecker,https://birdnet.cornell.edu/files/2019/09/Dryocopus-martius_Black-Woodpecker_Alastair-Rae.jpg
Black-and-white warbler,https://birdnet.cornell.edu/files/2019/09/Mniotilta-varia_Black-and-white-Warbler_Wolfgang-Wander.jpg
Black-backed woodpecker,https://birdnet.cornell.edu/files/2019/09/Picoides-arcticus_Black-backed-Woodpecker_.jpg
Grey plover,https://birdnet.cornell.edu/files/2019/09/Pluvialis-squatarola_Black-bellied-Plover_Hans-Hillewaert.jpg
Black-bellied sandgrouse,https://birdnet.cornell.edu/files/2019/09/Pterocles-orientalis_Black-bellied-Sandgrouse_Andreas-Trepte.jpg
Black-bellied whistling duck,https://birdnet.cornell.edu/files/2019/09/Dendrocygna-autumnalis_Black-bellied-Whistling-Duck_Alan-D.-Wilson.jpg
Black-billed cuckoo,https://birdnet.cornell.edu/files/2019/09/Coccyzus-erythropthalmus_Black-billed-Cuckoo_Wolfgang-Wander.jpg
Black-billed magpie,https://birdnet.cornell.edu/files/2019/09/Pica-hudsonia_Black-billed-Magpie_Connormah.jpg
Black-capped chickadee,https://birdnet.cornell.edu/files/2019/09/Poecile-atricapillus_Black-capped-Chickadee_.jpg
Black-capped vireo,https://birdnet.cornell.edu/files/2019/09/Vireo-atricapilla_Black-capped-Vireo_Birdfilms.jpg
Black-chinned hummingbird,https://birdnet.cornell.edu/files/2019/09/Archilochus-alexandri_Black-chinned-Hummingbird_.jpg
Black-chinned sparrow,https://birdnet.cornell.edu/files/2019/09/Spizella-atrogularis_Black-chinned-Sparrow_Dominic-Sherony.jpg
Black-crested titmouse,https://birdnet.cornell.edu/files/2019/09/Baeolophus-atricristatus_Black-crested-Titmouse_Original-uploader-was-Outriggr.jpg
Black-crowned night heron,https://birdnet.cornell.edu/files/2019/09/Nycticorax-nycticorax_Black-crowned-Night-Heron_Charles-Homler-d.jpg
Black-crowned tchagra,https://birdnet.cornell.edu/files/2019/09/Tchagra-senegalus_Black-crowned-Tchagra_Derek-Keats.jpg
Black-eared wheatear,https://birdnet.cornell.edu/files/2019/09/Oenanthe-hispanica_Black-eared-Wheatear_Mark-S-Jobling.jpg
Black-footed albatross,https://birdnet.cornell.edu/files/2019/09/Phoebastria-nigripes_Black-footed-Albatross_Original-uploader-was-Jlfutari.jpg
Black-headed bunting,https://birdnet.cornell.edu/files/2019/09/Emberiza-melanocephala_Black-headed-Bunting_.jpg
Black-headed grosbeak,https://birdnet.cornell.edu/files/2019/09/Pheucticus-melanocephalus_Black-headed-Grosbeak_Alan-Vernon.jpg
Black-headed gull,https://birdnet.cornell.edu/files/2019/09/Chroicocephalus-ridibundus_Black-headed-Gull_Hans-Hillewaert.jpg
Black-legged kittiwake,https://birdnet.cornell.edu/files/2019/09/Rissa-tridactyla_Black-legged-Kittiwake_Yathin-S-Krishnappa.jpg
Black-necked stilt,https://birdnet.cornell.edu/files/2019/09/Himantopus-mexicanus_Black-necked-Stilt_.jpg
Black-shouldered kite,https://birdnet.cornell.edu/files/2019/09/Elanus-axillaris_Black-shouldered-Kite_Frankzed.jpg
Black-tailed gnatcatcher,https://birdnet.cornell.edu/files/2019/09/Polioptila-melanura_Black-tailed-Gnatcatcher_Dominic-Sherony.jpg
Black-tailed godwit,https://birdnet.cornell.edu/files/2019/09/Limosa-limosa_Black-tailed-Godwit_Andreas-Trepte.jpg
Black-throated blue warbler,https://birdnet.cornell.edu/files/2019/09/Setophaga-caerulescens_Black-throated-Blue-Warbler_Gary-Irwin.jpg
Black-throated gray warbler,https://birdnet.cornell.edu/files/2019/09/Setophaga-nigrescens_Black-throated-Gray-Warbler_Dominic-Sherony.jpg
Black-throated green warbler,https://birdnet.cornell.edu/files/2019/09/Setophaga-virens_Black-throated-Green-Warbler_John-Harrison.jpg
Black-throated sparrow,https://birdnet.cornell.edu/files/2019/09/Amphispiza-bilineata_Black-throated-Sparrow_Patrick-Coin.jpg
Black-whiskered vireo,https://birdnet.cornell.edu/files/2019/09/Vireo-altiloquus_Black-whiskered-Vireo_Albuttlee.jpg
Black-winged pratincole,https://birdnet.cornell.edu/files/2019/09/Glareola-nordmanni_Black-winged-Pratincole_.jpg
Black-winged stilt,https://birdnet.cornell.edu/files/2019/09/Himantopus-himantopus_Black-winged-Stilt_.jpg
Blackburnian warbler,https://birdnet.cornell.edu/files/2019/09/Setophaga-fusca_Blackburnian-Warbler_.jpg
Blackpoll warbler,https://birdnet.cornell.edu/files/2019/09/Setophaga-striata_Blackpoll-Warbler_Cephas.jpg
Blue grosbeak,https://birdnet.cornell.edu/files/2019/09/Passerina-caerulea_Blue-Grosbeak_.jpg
Blue jay,https://birdnet.cornell.edu/files/2019/09/Cyanocitta-cristata_Blue-Jay_.jpg
Blue rock thrush,https://birdnet.cornell.edu/files/2019/09/Monticola-solitarius_Blue-Rock-Thrush_jose-maria-carretero-palacios.jpg
Blue-cheeked bee-eater,https://birdnet.cornell.edu/files/2019/09/Merops-persicus_Blue-cheeked-Bee-eater_.jpg
Blue-gray gnatcatcher,https://birdnet.cornell.edu/files/2019/09/Polioptila-caerulea_Blue-gray-Gnatcatcher_Alan-Vernon.jpg
Blue-headed vireo,https://birdnet.cornell.edu/files/2019/09/Vireo-solitarius_Blue-headed-Vireo_.jpg
Blue-throated mountaingem,https://birdnet.cornell.edu/files/2019/09/Lampornis-clemenciae_Blue-throated-Hummingbird_Tzunun.jpg
Blue-winged teal,https://birdnet.cornell.edu/files/2019/09/Spatula-discors_Blue-winged-Teal_Alan-D.-Wilson.jpg
Blue-winged warbler,https://birdnet.cornell.edu/files/2019/09/Vermivora-cyanoptera_Blue-winged-Warbler_Ken-Janes.jpg
Bluethroat,https://birdnet.cornell.edu/files/2019/09/Luscinia-svecica_Bluethroat_Bogomolov.PL_.jpg
Blyth's reed warbler,https://birdnet.cornell.edu/files/2019/09/Acrocephalus-dumetorum_Blyths-Reed-Warbler_J.M.Garg_.jpg
Boat-tailed grackle,https://birdnet.cornell.edu/files/2019/09/Quiscalus-major_Boat-tailed-Grackle_Connie-Denyes.jpg
Bobolink,https://birdnet.cornell.edu/files/2019/09/Dolichonyx-oryzivorus_Bobolink_D.-Gordon-E.-Robertson.jpg
Bohemian waxwing,https://birdnet.cornell.edu/files/2019/09/Bombycilla-garrulus_Bohemian-Waxwing_Andreas-Trepte.jpg
Bonaparte's gull,https://birdnet.cornell.edu/files/2019/09/Chroicocephalus-philadelphia_Bonapartes-Gull_D.-Gordon-E.-Robertson.jpg
Booted eagle,https://birdnet.cornell.edu/files/2019/09/Hieraaetus-pennatus_Booted-Eagle_Subramanya-C-K.jpg
Booted warbler,https://birdnet.cornell.edu/files/2019/09/Iduna-caligata_Booted-Warbler_Francesco-Veronesi.jpg
Boreal chickadee,https://birdnet.cornell.edu/files/2019/09/Poecile-hudsonicus_Boreal-Chickadee_David-Mitchell.jpg
Boreal owl,https://birdnet.cornell.edu/files/2019/09/Aegolius-funereus_Boreal-Owl_.jpg
Botteri's sparrow,https://birdnet.cornell.edu/files/2019/09/Peucaea-botterii_Botteris-Sparrow_Alastair-Rae.jpg
Brambling,https://birdnet.cornell.edu/files/2019/09/Fringilla-montifringilla_Brambling_mmlolek.jpg
Brant (goose),https://birdnet.cornell.edu/files/2019/09/Branta-bernicla_Brant_Andreas-Trepte.jpg
Brewer's blackbird,https://birdnet.cornell.edu/files/2019/09/Euphagus-cyanocephalus_Brewers-Blackbird_Alan-D.-Wilson.jpg
Brewer's sparrow,https://birdnet.cornell.edu/files/2019/09/Spizella-breweri_Brewers-Sparrow_www.naturespicsonline.com_.jpg
Bridled titmouse,https://birdnet.cornell.edu/files/2019/09/Baeolophus-wollweberi_Bridled-Titmouse_Dominic-Sherony.jpg
Broad-billed hummingbird,https://birdnet.cornell.edu/files/2019/09/Cynanthus-latirostris_Broad-billed-Hummingbird_www.naturespicsonline.com_.jpg
Broad-billed sandpiper,https://birdnet.cornell.edu/files/2019/09/Calidris-falcinellus_Broad-billed-Sandpiper_Sreedev-Puthur.jpg
Broad-tailed hummingbird,https://birdnet.cornell.edu/files/2019/09/Selasphorus-platycercus_Broad-tailed-Hummingbird_Michelle-Lynn-Reynolds.jpg
Broad-winged hawk,https://birdnet.cornell.edu/files/2019/09/Buteo-platypterus_Broad-winged-Hawk_.jpg
Brown creeper,https://birdnet.cornell.edu/files/2019/09/Certhia-americana_Brown-Creeper_.jpg
Brown fish owl,https://birdnet.cornell.edu/files/2019/09/Ketupa-zeylonensis_Brown-Fish-Owl_Koshy-Koshy.jpg
Brown jay,https://birdnet.cornell.edu/files/2019/09/Psilorhinus-morio_Brown-Jay_Gabriel-Gianello.jpg
Brown pelican,https://birdnet.cornell.edu/files/2019/09/Pelecanus-occidentalis_Brown-Pelican_Terry-Foote.jpg
Brown thrasher,https://birdnet.cornell.edu/files/2019/09/Toxostoma-rufum_Brown-Thrasher_Manjith-Kainickara.jpg
Brown-capped rosy finch,https://birdnet.cornell.edu/files/2019/09/Leucosticte-australis_Brown-capped-Rosy-Finch_dominic-sherony.jpg
Brown-crested flycatcher,https://birdnet.cornell.edu/files/2019/09/Myiarchus-tyrannulus_Brown-crested-Flycatcher_.jpg
Brown-headed cowbird,https://birdnet.cornell.edu/files/2019/09/Molothrus-ater_Brown-headed-Cowbird_Bear-golden-retriever.jpg
Brown-headed nuthatch,https://birdnet.cornell.edu/files/2019/09/Sitta-pusilla_Brown-headed-Nuthatch_.jpg
Brown-necked raven,https://birdnet.cornell.edu/files/2019/09/Corvus-ruficollis_Brown-necked-Raven_Francesco-Veronesi.jpg
Buff-bellied hummingbird,https://birdnet.cornell.edu/files/2019/09/Amazilia-yucatanensis_Buff-bellied-Hummingbird_HarmonyonPlanetEarth.jpg
Buff-breasted flycatcher,https://birdnet.cornell.edu/files/2019/09/Empidonax-fulvifrons_Buff-breasted-Flycatcher_Pablo-L%C3%A8autaud.jpg
Bufflehead,https://birdnet.cornell.edu/files/2019/09/Bucephala-albeola_Bufflehead_.jpg
Bullock's oriole,https://birdnet.cornell.edu/files/2019/09/Icterus-bullockii_Bullocks-Oriole_Kevin-Cole.jpg
Burrowing owl,https://birdnet.cornell.edu/files/2019/09/Athene-cunicularia_Burrowing-Owl_.jpg
American bushtit,https://birdnet.cornell.edu/files/2019/09/Psaltriparus-minimus_Bushtit_Alex-Critch.jpg
Cackling goose,https://birdnet.cornell.edu/files/2019/09/Branta-hutchinsii_Cackling-Goose_Roy-Lowe.jpg
Cactus wren,https://birdnet.cornell.edu/files/2019/09/Campylorhynchus-brunneicapillus_Cactus-Wren_Mark-Wagner.jpg
Calandra lark,https://birdnet.cornell.edu/files/2019/09/Melanocorypha-calandra_Calandra-Lark_D%C3%BBrzan-c%C3%AErano.jpg
California gnatcatcher,https://birdnet.cornell.edu/files/2019/09/Polioptila-californica_California-Gnatcatcher_Peterson.jpg
California gull,https://birdnet.cornell.edu/files/2019/09/Larus-californicus_California-Gull_.jpg
California quail,https://birdnet.cornell.edu/files/2019/09/Callipepla-californica_California-Quail_Yathin-sk.jpg
California scrub jay,https://birdnet.cornell.edu/files/2019/09/Aphelocoma-californica_California-Scrub-Jay_.jpg
California thrasher,https://birdnet.cornell.edu/files/2019/09/Toxostoma-redivivum_California-Thrasher_Mike-Baird.jpg
California towhee,https://birdnet.cornell.edu/files/2019/09/Melozone-crissalis_California-Towhee_Alan-Vernon.jpg
Calliope hummingbird,https://birdnet.cornell.edu/files/2019/09/Selasphorus-calliope_Calliope-Hummingbird_Michael-Woodruff.jpg
Canada goose,https://birdnet.cornell.edu/files/2019/09/Branta-canadensis_Canada-Goose_USFWS-Mountain-Prairie.jpg
Canada jay,https://birdnet.cornell.edu/files/2019/09/Perisoreus-canadensis_Gray-Jay_Cephas.jpg
Canada warbler,https://birdnet.cornell.edu/files/2019/09/Cardellina-canadensis_Canada-Warbler_William-H.-Majoros.jpg
Canyon towhee,https://birdnet.cornell.edu/files/2019/09/Melozone-fusca_Canyon-Towhee_Alan-D.-Wilson.jpg
Canyon wren,https://birdnet.cornell.edu/files/2019/09/Catherpes-mexicanus_Canyon-Wren_Gary-L.-Clark.jpg
Cape May warbler,https://birdnet.cornell.edu/files/2019/09/Setophaga-tigrina_Cape-May-Warbler_.jpg
Carolina chickadee,https://birdnet.cornell.edu/files/2019/09/Poecile-carolinensis_Carolina-Chickadee_Dan-Pancamo.jpg
Carolina wren,https://birdnet.cornell.edu/files/2019/09/Thryothorus-ludovicianus_Carolina-Wren_Dan-Pancamo.jpg
Carrion crow,https://birdnet.cornell.edu/files/2019/09/Corvus-corone_Carrion-Crow_Ian-Kirk.jpg
Caspian gull,https://birdnet.cornell.edu/files/2019/09/Larus-cachinnans_Caspian-Gull_Marek-Szczepanek.jpg
Caspian tern,https://birdnet.cornell.edu/files/2019/09/Hydroprogne-caspia_Caspian-Tern_.jpg
Cassia crossbill,https://birdnet.cornell.edu/files/2019/09/Loxia-sinesciuris_Cassia-Crossbill_Zak-Pohlen.jpg
Cassin's finch,https://birdnet.cornell.edu/files/2019/09/Haemorhous-cassinii_Cassins-Finch_.jpg
Cassin's kingbird,https://birdnet.cornell.edu/files/2019/09/Tyrannus-vociferans_Cassins-Kingbird_Wolfgang-Wander.jpg
Cassin's sparrow,https://birdnet.cornell.edu/files/2019/09/Peucaea-cassinii_Cassins-Sparrow_Bill-Bouton.jpg
Cassin's vireo,https://birdnet.cornell.edu/files/2019/09/Vireo-cassinii_Cassins-Vireo_Dominic-Sherony.jpg
Western cattle egret,https://birdnet.cornell.edu/files/2019/09/Bubulcus-ibis_Cattle-Egret_Cburnett.jpg
Cave swallow,https://birdnet.cornell.edu/files/2019/09/Petrochelidon-fulva_Cave-Swallow_Alan-Schmierer.jpg
Cedar waxwing,https://birdnet.cornell.edu/files/2019/09/Bombycilla-cedrorum_Cedar-Waxwing_Judy-Gallagher.jpg
Cerulean warbler,https://birdnet.cornell.edu/files/2019/09/Setophaga-cerulea_Cerulean-Warbler_.jpg
Cetti's warbler,https://birdnet.cornell.edu/files/2019/09/Cettia-cetti_Cettis-Warbler_Mark-S-Jobling.jpg
Chestnut-backed chickadee,https://birdnet.cornell.edu/files/2019/09/Poecile-rufescens_Chestnut-backed-Chickadee_Louis-Agassiz-Fuertes.jpg
Chestnut-bellied sandgrouse,https://birdnet.cornell.edu/files/2019/09/Pterocles-exustus_Chestnut-bellied-Sandgrouse_Steve-Garvie.jpg
Chestnut-collared longspur,https://birdnet.cornell.edu/files/2019/09/Calcarius-ornatus_Chestnut-collared-Longspur_Needsmoreritalin.jpg
Chestnut-sided warbler,https://birdnet.cornell.edu/files/2019/09/Setophaga-pensylvanica_Chestnut-sided-Warbler_.jpg
Chihuahuan raven,https://birdnet.cornell.edu/files/2019/09/Corvus-cryptoleucus_Chihuahuan-Raven_Quinn-Dombrowski.jpg
Chimney swift,https://birdnet.cornell.edu/files/2019/09/Chaetura-pelagica_Chimney-Swift_Jim-McCulloch.jpg
Chipping sparrow,https://birdnet.cornell.edu/files/2019/09/Spizella-passerina_Chipping-Sparrow_.jpg
Chuck-will's-widow,https://birdnet.cornell.edu/files/2019/09/Antrostomus-carolinensis_Chuck-wills-widow_DickDaniels.jpg
Chukar partridge,https://birdnet.cornell.edu/files/2019/09/Alectoris-chukar_Chukar_.jpg
Cinereous bunting,https://birdnet.cornell.edu/files/2019/09/Emberiza-cineracea_Cinereous-Bunting_Mark-S-Jobling.jpg
Cirl bunting,https://birdnet.cornell.edu/files/2019/09/Emberiza-cirlus_Cirl-Bunting_.jpg
Citril finch,https://birdnet.cornell.edu/files/2019/09/Carduelis-citrinella_Citril-Finch_Sandra.jpg
Citrine wagtail,https://birdnet.cornell.edu/files/2019/09/Motacilla-citreola_Citrine-Wagtail_J.M.Garg_.jpg
Clapper rail,https://birdnet.cornell.edu/files/2019/09/Rallus-crepitans_Clapper-Rail_.jpg
Clark's nutcracker,https://birdnet.cornell.edu/files/2019/09/Nucifraga-columbiana_Clarks-Nutcracker_.jpg
Clay-colored sparrow,https://birdnet.cornell.edu/files/2019/09/Spizella-pallida_Clay-colored-Sparrow_goingslo.jpg
Clay-colored thrush,https://birdnet.cornell.edu/files/2019/09/Turdus-grayi_Clay-colored-Thrush_Greg-Gilbert.jpg
American cliff swallow,https://birdnet.cornell.edu/files/2019/09/Petrochelidon-pyrrhonota_Cliff-Swallow_Don-DeBold.jpg
Coal tit,https://birdnet.cornell.edu/files/2019/09/Periparus-ater_Coal-Tit_Aviceda.jpg
Collared flycatcher,https://birdnet.cornell.edu/files/2019/09/Ficedula-albicollis_Collared-Flycatcher_Andrej-Chud%C3%BD.jpg
Collared pratincole,https://birdnet.cornell.edu/files/2019/09/Glareola-pratincola_Collared-Pratincole_Steve-Garvie.jpg
Common black hawk,https://birdnet.cornell.edu/files/2019/09/Buteogallus-anthracinus_Common-Black-Hawk_.jpg
Common bulbul,https://birdnet.cornell.edu/files/2019/09/Pycnonotus-barbatus_Common-Bulbul_.jpg
